vOTU_ID	Donor01	Donor09	Donor02	Donor03	Donor13	Donor24	Donor27	Donor34	DonorNo_Ref_11	Donor17	Donor16	Donor06	Donor18	Donor20	Donor23	Donor25	Donor12	Donor22	Donor28	Donor08	Donor14	n_shared_donor
vOTU_3990	nD	nD	nD	nD	nD	nD	nD	nD	0.0476 +/-0.026	nD	0.0485 +/-0	0.0232 +/-0.0259	nD	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_3991	nD	nD	0.0597 +/-0.0768	nD	nD	nD	nD	nD	nD	0.014 +/-0.0095	nD	nD	nD	0.0057 +/-0.0038	nD	nD	nD	nD	nD	nD	nD	3
vOTU_3992	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.001 +/-0	nD	nD	nD	nD	nD	nD	1
vOTU_3993	nD	nD	nD	nD	nD	nD	0.035 +/-0.0467	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_3994	nD	nD	nD	0.0167 +/-0	nD	nD	0.0165 +/-0.0081	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1248 +/-0.1266	nD	nD	nD	3
vOTU_3995	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0175 +/-0.0148	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_3996	nD	nD	nD	nD	nD	nD	nD	nD	0.0043 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0106 +/-0.0107	nD	2
vOTU_3997	nD	nD	nD	0.0013 +/-0	nD	nD	0.1206 +/-0	nD	0.0423 +/-0	nD	0.0447 +/-0	0.0241 +/-0.0257	nD	nD	0.0051 +/-0	nD	nD	nD	nD	nD	nD	6
vOTU_3998	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0112 +/-0.0087	nD	nD	nD	nD	1
vOTU_3999	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0012 +/-0	nD	nD	nD	nD	1
vOTU_4000	nD	nD	nD	nD	nD	nD	nD	0.3214 +/-0.42	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4001	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0188 +/-0.022	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4002	nD	nD	nD	nD	0.0028 +/-0	nD	nD	0.0058 +/-0	0.0035 +/-0	nD	nD	nD	nD	0.0048 +/-0	nD	nD	nD	nD	nD	nD	nD	4
vOTU_4003	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0022 +/-0	nD	nD	1
vOTU_4004	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2099 +/-0.2775	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4005	nD	nD	nD	0.0184 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4006	nD	nD	nD	nD	nD	0.0019 +/-0.001	nD	nD	nD	nD	nD	nD	0.0046 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4007	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0011 +/-0	nD	nD	nD	nD	1
vOTU_4008	nD	nD	0.0209 +/-0	0.0082 +/-0	nD	nD	nD	nD	0.1248 +/-0	nD	nD	0.0244 +/-0.0297	nD	nD	nD	nD	nD	nD	nD	nD	nD	4
vOTU_4009	nD	nD	nD	nD	nD	nD	0.6081 +/-0.4839	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4010	nD	nD	nD	0.0086 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4011	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0065 +/-0.0025	nD	nD	1
vOTU_4012	nD	0.0026 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4013	nD	nD	nD	0.0561 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4014	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.5638 +/-0	nD	nD	1.3015 +/-0.4377	nD	2
vOTU_4015	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0625 +/-0	nD	nD	nD	nD	nD	nD	1
vOTU_4016	nD	nD	nD	nD	nD	nD	0.7354 +/-0.5891	0.0089 +/-0.0042	0.1292 +/-0.1442	nD	0.0356 +/-0	0.0204 +/-0.0201	nD	nD	0.0084 +/-0	0.0211 +/-0	nD	0.078 +/-0	0.0047 +/-0	0.0074 +/-0.0015	nD	10
vOTU_4017	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.089 +/-0.1379	nD	nD	nD	nD	nD	nD	nD	0.034 +/-0.0349	0.1102 +/-0.0668	3
vOTU_4018	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0069 +/-0	nD	nD	nD	1
vOTU_4019	nD	nD	0.016 +/-0	nD	nD	nD	0.008 +/-0.0045	nD	nD	nD	nD	nD	nD	0.0279 +/-0	nD	nD	nD	nD	nD	nD	nD	3
vOTU_4020	nD	nD	0.0286 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4021	nD	nD	nD	nD	0.0113 +/-0.01	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0089 +/-0.0062	nD	0.0034 +/-0	0.0722 +/-0.0937	nD	4
vOTU_4022	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0046 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0093 +/-0	nD	2
vOTU_4023	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0249 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4024	nD	nD	nD	nD	nD	0.0021 +/-9e-04	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0065 +/-0.0031	nD	nD	nD	nD	nD	2
vOTU_4026	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1413 +/-0.0957	nD	nD	nD	nD	nD	1
vOTU_4027	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0796 +/-0.028	nD	nD	nD	nD	nD	1
vOTU_4028	nD	nD	nD	nD	0.0027 +/-0	nD	0.0061 +/-0.0022	0.0065 +/-0.0049	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_4029	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0102 +/-0	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4030	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0227 +/-0.0022	nD	nD	nD	nD	nD	1
vOTU_4031	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0214 +/-0.0219	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4032	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0059 +/-0.002	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4033	nD	nD	nD	nD	nD	nD	nD	nD	0.049 +/-0.062	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4034	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0486 +/-0.0493	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4036	nD	nD	nD	0.0031 +/-7e-04	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4037	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0025 +/-0.0012	nD	nD	nD	1
vOTU_4038	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0316 +/-0.0328	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4039	nD	nD	0.0278 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4040	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0082 +/-0.004	nD	nD	nD	nD	nD	1
vOTU_4041	nD	nD	nD	nD	nD	0.0017 +/-9e-04	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4042	nD	nD	0.0751 +/-0.0925	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4043	nD	nD	nD	nD	nD	nD	0.0258 +/-0.0304	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4044	0.0312 +/-0.0217	nD	nD	nD	nD	0.0015 +/-2e-04	nD	0.0303 +/-0.0221	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_4045	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0095 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4046	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0444 +/-0	0.0172 +/-0.0128	nD	2
vOTU_4047	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.039 +/-0.0234	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4048	nD	nD	nD	nD	nD	nD	nD	0.0052 +/-0.0018	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0038 +/-0.0022	nD	nD	2
vOTU_4049	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0037 +/-0.0018	1
vOTU_4050	nD	nD	nD	nD	nD	nD	0.0042 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4051	nD	nD	0.0254 +/-0	nD	nD	nD	nD	nD	nD	0.003 +/-0.001	nD	nD	nD	nD	nD	nD	nD	nD	0.0055 +/-0	nD	nD	3
vOTU_4052	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.009 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4053	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2.409 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4054	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2645 +/-0.1347	nD	nD	nD	nD	0.0505 +/-0.0371	2
vOTU_4055	nD	nD	nD	nD	nD	nD	nD	0.0092 +/-3e-04	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4056	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.899 +/-0.6112	nD	nD	nD	nD	nD	1
vOTU_4057	0.0556 +/-0.0719	nD	nD	nD	nD	nD	nD	nD	nD	0.0121 +/-0.0072	nD	nD	nD	nD	nD	nD	nD	nD	0.008 +/-0	nD	nD	3
vOTU_4058	nD	nD	nD	nD	nD	nD	nD	nD	0.0398 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	0.0362 +/-0.0646	nD	nD	nD	2
vOTU_4059	nD	nD	nD	nD	nD	nD	nD	nD	0.0102 +/-0.0046	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4060	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	8.2779 +/-0	nD	1
vOTU_4061	nD	nD	nD	nD	nD	nD	0.0107 +/-0.0032	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4062	nD	nD	nD	nD	nD	nD	nD	nD	0.1035 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4063	nD	nD	nD	nD	nD	nD	nD	nD	0.1746 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4064	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0095 +/-0.0028	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4065	nD	nD	0.01 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4066	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0357 +/-0	nD	nD	nD	nD	nD	1
vOTU_4067	nD	nD	nD	nD	nD	nD	0.0184 +/-0.008	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4068	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.004 +/-0	nD	0.0025 +/-0	nD	nD	2
vOTU_4069	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0047 +/-0.0016	nD	nD	nD	nD	nD	1
vOTU_4070	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0205 +/-0.0164	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4071	0.0332 +/-0.0288	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4072	0.0642 +/-0	nD	0.0324 +/-0.0376	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0122 +/-0	nD	0.0064 +/-0	nD	4
vOTU_4073	nD	nD	nD	nD	0.0023 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4074	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.234 +/-0.2106	nD	nD	nD	nD	nD	1
vOTU_4075	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0016 +/-0	nD	nD	nD	nD	nD	nD	1
vOTU_4076	0.0145 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	0.011 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4077	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0105 +/-0	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4078	0.0101 +/-0.0051	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4079	nD	0.2945 +/-0.2746	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4080	nD	nD	0.0425 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4081	nD	nD	nD	nD	nD	nD	0.1244 +/-0.1054	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4082	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0184 +/-0.0037	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4084	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0128 +/-0.0124	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4085	nD	nD	nD	0.0041 +/-0	nD	nD	0.013 +/-0.0132	nD	0.0252 +/-0.0316	nD	nD	nD	nD	nD	nD	0.0601 +/-0	nD	nD	nD	0.0026 +/-2e-04	nD	5
vOTU_4086	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0328 +/-0.0389	nD	nD	nD	1
vOTU_4087	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.011 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4088	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0043 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4089	nD	nD	0.034 +/-0.0354	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4090	nD	nD	nD	0.002 +/-0.0016	nD	nD	0.0062 +/-0.0058	0.0148 +/-0.0139	0.0404 +/-0	nD	nD	nD	0.0057 +/-0	0.0038 +/-3e-04	nD	nD	nD	0.1102 +/-0	0.0045 +/-0	nD	nD	8
vOTU_4091	nD	nD	nD	nD	0.3179 +/-0.2308	nD	nD	nD	nD	nD	nD	1.5441 +/-1.662	nD	nD	nD	nD	0.0936 +/-0.1416	nD	nD	0.2858 +/-0.2982	4.2449 +/-6.2967	5
vOTU_4092	nD	nD	nD	nD	nD	nD	0.1986 +/-0.025	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4093	nD	nD	nD	nD	nD	nD	nD	nD	0.2018 +/-0.3418	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4094	0.0114 +/-0.0067	nD	nD	nD	nD	nD	nD	nD	0.0266 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4095	nD	nD	nD	nD	nD	nD	0.0184 +/-0.005	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4096	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0139 +/-0.0067	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4097	nD	nD	nD	nD	nD	nD	nD	0.2144 +/-0.2503	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4098	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0092 +/-0.0056	nD	nD	nD	nD	1
vOTU_4099	nD	nD	nD	nD	nD	nD	0.0051 +/-0.0039	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4100	nD	nD	nD	nD	nD	nD	nD	nD	0.0283 +/-0.0467	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4101	nD	nD	nD	nD	nD	nD	nD	0.0077 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4102	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0491 +/-0.0403	nD	nD	nD	nD	1
vOTU_4103	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0116 +/-0	nD	1
vOTU_4104	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1488 +/-0.2064	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4105	nD	nD	0.0296 +/-0	nD	nD	nD	0.0062 +/-0.005	nD	0.1253 +/-0	nD	0.0044 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	0.0055 +/-0.0033	nD	5
vOTU_4106	0.0215 +/-0.0228	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4107	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0027 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4108	nD	nD	nD	nD	nD	nD	nD	1.9713 +/-4.3437	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4109	nD	0.0315 +/-0.024	nD	nD	nD	0.0072 +/-0.0052	nD	0.0086 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0126 +/-0.0034	nD	nD	4
vOTU_4110	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0044 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4111	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0071 +/-0.0049	nD	1
vOTU_4112	nD	nD	0.0431 +/-0.001	nD	nD	nD	0.0062 +/-0	0.0107 +/-1e-04	nD	0.0065 +/-0.0049	nD	nD	nD	0.0292 +/-0.0186	nD	nD	nD	0.0015 +/-0	0.0047 +/-0	0.0066 +/-0.0043	nD	8
vOTU_4113	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0027 +/-0	nD	nD	1
vOTU_4114	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.008 +/-0.0057	nD	1
vOTU_4115	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0073 +/-0.0068	nD	1
vOTU_4116	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0096 +/-0.0106	nD	nD	nD	nD	nD	nD	nD	0.0048 +/-0	nD	nD	2
vOTU_4117	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	3.9492 +/-2.714	nD	nD	nD	0.1293 +/-0.1325	nD	2
vOTU_4118	nD	nD	nD	nD	nD	nD	nD	nD	0.0323 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4119	0.0756 +/-0.1304	0.0059 +/-0.0025	0.148 +/-0.0746	nD	0.0214 +/-0.0094	0.0046 +/-0.0012	0.0282 +/-0.0114	0.0255 +/-0.0231	0.0279 +/-0.0109	0.0264 +/-0.0234	0.0153 +/-0.01	0.0185 +/-0.0106	0.004 +/-0.0021	0.0979 +/-0.063	0.0044 +/-0.0021	0.0347 +/-0.0492	nD	0.0211 +/-0	0.0128 +/-0.0137	0.0168 +/-0.0147	0.0136 +/-0.0053	19
vOTU_4120	nD	nD	nD	nD	nD	nD	0.0069 +/-0.0037	nD	0.0333 +/-0.0168	nD	nD	0.0053 +/-0	nD	0.0054 +/-0.0017	nD	nD	nD	nD	nD	nD	nD	4
vOTU_4121	nD	nD	0.008 +/-0	nD	nD	nD	nD	nD	nD	nD	0.0039 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4122	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.4697 +/-0.625	nD	1
vOTU_4123	nD	nD	nD	nD	nD	nD	0.0045 +/-0	nD	0.0128 +/-0.0152	nD	nD	nD	nD	nD	nD	0.0212 +/-0	nD	nD	nD	nD	nD	3
vOTU_4124	nD	nD	nD	nD	0.0089 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0014 +/-0	nD	2
vOTU_4125	nD	nD	nD	0.9922 +/-1.3897	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4126	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0205 +/-0	nD	1
vOTU_4127	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0073 +/-0.0043	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4128	nD	nD	nD	nD	0.0049 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4129	nD	nD	0.0801 +/-0	nD	nD	0.0021 +/-0	nD	0.0101 +/-0.0082	nD	nD	nD	0.0061 +/-0	0.0027 +/-0.002	nD	0.0017 +/-0	nD	nD	nD	nD	nD	nD	6
vOTU_4130	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.8728 +/-0.6331	1
vOTU_4131	nD	0.0073 +/-0.0052	nD	nD	nD	nD	0.0257 +/-0.0213	0.0296 +/-0.0136	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_4132	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0063 +/-0.0013	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4134	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0174 +/-0.007	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4135	nD	nD	0.0583 +/-0	nD	nD	8e-04 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4136	nD	nD	nD	nD	nD	0.0032 +/-0.0011	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4137	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1041 +/-0.0675	nD	nD	nD	nD	nD	1
vOTU_4138	nD	nD	nD	0.002 +/-9e-04	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4139	nD	nD	nD	0.0205 +/-0	nD	nD	nD	0.0049 +/-0	nD	nD	nD	nD	0.0012 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_4140	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2.5303 +/-2.6937	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4141	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0064 +/-0	nD	0.0214 +/-0.0232	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4142	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0137 +/-0.0107	nD	nD	nD	nD	nD	1
vOTU_4143	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0322 +/-0.0329	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4144	nD	nD	nD	nD	nD	nD	nD	nD	0.0444 +/-0	0.0147 +/-0.0123	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_4145	nD	nD	0.012 +/-0.0107	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_4146	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0273 +/-0.055	nD	1
vOTU_4147	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0046 +/-3e-04	nD	nD	1
vOTU_4148	nD	nD	nD	nD	nD	nD	0.0614 +/-0.0692	0.0188 +/-0.0157	nD	0.053 +/-0.037	0.0065 +/-0.0029	0.0119 +/-0.0067	nD	nD	nD	nD	0.0052 +/-0	0.0279 +/-0.0136	0.0124 +/-0.0097	nD	nD	8
vOTU_4149	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0059 +/-0.0068	nD	1
