vOTU_ID	Donor01	Donor09	Donor02	Donor03	Donor13	Donor24	Donor27	Donor34	DonorNo_Ref_11	Donor17	Donor16	Donor06	Donor18	Donor20	Donor23	Donor25	Donor12	Donor22	Donor28	Donor08	Donor14	n_shared_donor
vOTU_0153	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0051 +/-0.0026	0.0213 +/-0.0147	nD	nD	nD	nD	nD	0.0031 +/-0	nD	0.0056 +/-0	nD	4
vOTU_0154	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	3.4725 +/-2.9626	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0155	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0359 +/-0.0282	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0156	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0186 +/-0.0122	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0157	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.3934 +/-0.3496	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0158	nD	nD	nD	0.0126 +/-0.013	nD	nD	nD	nD	nD	nD	nD	0.0155 +/-0.0122	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_0159	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1134 +/-0.0738	nD	nD	nD	nD	nD	0.0112 +/-0.0053	nD	0.0331 +/-0.0172	nD	3
vOTU_0160	nD	nD	0.028 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	0.0183 +/-0.0221	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_0161	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0305 +/-0.0521	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0162	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.027 +/-0.0266	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0163	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0598 +/-0.0158	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0164	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1838 +/-0.2756	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0165	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2747 +/-0.3226	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0166	nD	nD	nD	nD	nD	0.0066 +/-9e-04	nD	nD	nD	0.0069 +/-0	nD	0.0117 +/-0.0119	nD	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_0167	nD	nD	0.013 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	0.0402 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_0168	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0138 +/-0.0071	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0169	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0442 +/-0.0125	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0170	nD	nD	nD	nD	nD	nD	nD	0.0058 +/-0	nD	nD	nD	0.0203 +/-0.023	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_0171	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0101 +/-0.0093	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0172	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0388 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0173	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0101 +/-0.0083	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0174	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.064 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0175	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0375 +/-0.0242	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0176	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0303 +/-0.0247	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0177	nD	nD	nD	nD	nD	nD	0.0029 +/-1e-04	nD	nD	nD	nD	0.0091 +/-0.0067	nD	nD	nD	nD	nD	nD	0.0026 +/-0	nD	nD	3
vOTU_0178	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0237 +/-0.0283	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0179	nD	1.3712 +/-2.3975	nD	nD	0.0033 +/-0	nD	nD	nD	nD	nD	nD	0.1096 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_0180	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0311 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0181	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0265 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0182	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0792 +/-0.0839	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0183	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1163 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0184	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0828 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0185	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.044 +/-0.0577	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0186	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0122 +/-0.0059	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0187	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0176 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0188	nD	nD	nD	nD	nD	nD	0.0248 +/-0.0205	nD	nD	nD	nD	0.0182 +/-0.0127	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_0189	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.031 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0190	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0145 +/-0.0152	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0191	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1252 +/-0.0867	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0192	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0153 +/-0.0133	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0193	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0068 +/-0.0025	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0194	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0359 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0195	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0283 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0196	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0398 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0197	nD	nD	nD	nD	nD	nD	nD	0.0082 +/-0	nD	nD	nD	0.0061 +/-0.0026	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_0198	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0151 +/-0.0057	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0199	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.027 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0200	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0154 +/-0.0092	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0201	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0081 +/-0.0054	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0202	nD	nD	0.0139 +/-0	nD	nD	nD	0.0038 +/-0.0021	nD	nD	nD	nD	0.0236 +/-0.0233	nD	nD	nD	nD	nD	nD	nD	0.0049 +/-0	nD	4
vOTU_0203	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0431 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0204	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0059 +/-0.0037	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0205	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0212 +/-0.0229	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0206	nD	0.004 +/-0	nD	nD	nD	nD	nD	0.01 +/-0	nD	nD	nD	0.0063 +/-0.0028	nD	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_0207	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	3.462 +/-5.5265	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0208	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0458 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0209	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0154 +/-0.005	nD	nD	nD	nD	nD	0.1924 +/-0.2959	0.0376 +/-0.0334	nD	nD	3
vOTU_0210	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0271 +/-0.0408	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0211	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0959 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0212	nD	nD	nD	nD	nD	0.0066 +/-0	0.0142 +/-0	0.0227 +/-0	nD	nD	nD	0.0132 +/-0.0088	nD	nD	nD	nD	nD	nD	nD	nD	nD	4
vOTU_0213	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0281 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0214	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.026 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0215	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.8104 +/-1.1302	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0216	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0226 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0217	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2486 +/-0.302	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0218	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.4103 +/-0.3336	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0219	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0456 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0220	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0132 +/-0.0067	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0221	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0274 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0222	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0129 +/-0.0134	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0223	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0142 +/-0.0135	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0224	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0133 +/-0.0098	nD	0.0048 +/-0	nD	nD	nD	nD	nD	nD	nD	2
vOTU_0225	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0425 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0226	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0061 +/-0.0031	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0227	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0093 +/-0.0017	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0228	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0263 +/-0.0078	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0229	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0072 +/-0.0038	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0230	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.014 +/-0.007	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0231	0.0734 +/-0	nD	nD	0.009 +/-0	nD	nD	0.0101 +/-0	nD	nD	nD	nD	0.025 +/-0	nD	nD	nD	nD	nD	0.0058 +/-0	nD	nD	nD	5
vOTU_0232	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0134 +/-0.0036	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0233	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0147 +/-0.0156	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0234	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0662 +/-0.0879	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0235	nD	nD	nD	nD	nD	nD	nD	0.0058 +/-0	nD	nD	nD	0.0889 +/-0.0642	nD	nD	nD	0.0212 +/-0.0089	nD	0.03 +/-0.0203	nD	nD	nD	4
vOTU_0236	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0462 +/-0.0337	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0237	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1.1677 +/-1.5248	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_0238	nD	nD	nD	nD	nD	0.0015 +/-0	nD	0.015 +/-0	0.0071 +/-0	nD	nD	0.0209 +/-0.0109	nD	nD	nD	0.0031 +/-0	nD	nD	nD	nD	nD	5
vOTU_0239	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1145 +/-0	nD	1
vOTU_0240	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1759 +/-0.3292	nD	1
vOTU_0241	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0665 +/-0.093	nD	1
vOTU_0242	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1726 +/-0	nD	1
vOTU_0243	nD	nD	nD	nD	nD	nD	nD	nD	0.1223 +/-0.2346	0.4807 +/-0.3492	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0654 +/-0.1118	nD	3
vOTU_0244	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1269 +/-0.2263	nD	1
vOTU_0245	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0504 +/-0.0196	nD	nD	nD	nD	nD	nD	nD	0.0073 +/-0.0065	nD	2
vOTU_0246	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.005 +/-7e-04	nD	nD	nD	nD	nD	nD	nD	0.7009 +/-0.8222	nD	2
vOTU_0247	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0381 +/-0.0237	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2108 +/-0.2494	nD	2
vOTU_0248	nD	nD	nD	nD	nD	nD	nD	nD	1.8811 +/-1.2534	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2837 +/-0.3368	nD	2
vOTU_0249	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0642 +/-0.0868	nD	1
vOTU_0250	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0061 +/-0.0077	nD	1
vOTU_0251	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	11.1658 +/-13.3303	nD	1
vOTU_0252	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	5.4704 +/-6.9207	nD	1
vOTU_0253	nD	0.0075 +/-0	nD	nD	nD	nD	nD	0.0264 +/-0.0195	0.3768 +/-0.5199	nD	nD	0.0244 +/-0.0198	nD	0.0069 +/-0.0035	nD	nD	nD	nD	nD	0.0266 +/-0.0336	0.0056 +/-0	7
vOTU_0254	nD	nD	nD	nD	nD	nD	nD	0.1456 +/-0.1055	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.3433 +/-0.4443	nD	2
vOTU_0255	0.0969 +/-0.1289	nD	nD	nD	0.0081 +/-0.0052	nD	nD	nD	nD	0.0088 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0097 +/-0.0138	nD	4
vOTU_0256	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0143 +/-0.0161	nD	1
vOTU_0257	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0709 +/-0.0731	nD	1
vOTU_0258	nD	nD	nD	nD	nD	0.0025 +/-0.0024	nD	nD	nD	nD	nD	nD	nD	nD	0.0014 +/-0	nD	nD	nD	nD	0.0053 +/-0.0023	nD	3
vOTU_0259	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0455 +/-0.0582	nD	1
vOTU_0260	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0902 +/-0	nD	1
vOTU_0261	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0175 +/-0.0238	nD	1
vOTU_0262	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0187 +/-0.01	nD	1
vOTU_0263	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0426 +/-0.052	nD	1
vOTU_0264	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0067 +/-0	nD	nD	0.04 +/-0	0.0013 +/-0	3
vOTU_0265	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.028 +/-0.0421	nD	1
vOTU_0266	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.6466 +/-0	nD	1
vOTU_0267	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0097 +/-0.0024	nD	1
vOTU_0268	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0092 +/-0.0095	nD	1
vOTU_0269	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0345 +/-0.0307	nD	1
vOTU_0270	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0146 +/-0	nD	1
vOTU_0271	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0066 +/-0.0052	nD	1
vOTU_0272	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0118 +/-0.0149	nD	1
vOTU_0273	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0475 +/-0.0618	nD	1
vOTU_0274	0.0294 +/-0.0212	0.0232 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0017 +/-7e-04	nD	nD	nD	nD	0.0052 +/-0.0069	nD	4
vOTU_0275	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0817 +/-0.0046	nD	1
vOTU_0276	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0415 +/-0.0578	nD	1
vOTU_0277	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0138 +/-0.0209	nD	1
vOTU_0278	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0401 +/-0	nD	1
vOTU_0279	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0321 +/-0.0312	nD	1
vOTU_0280	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0512 +/-0.0221	nD	1
vOTU_0281	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.121 +/-0.1135	nD	1
vOTU_0282	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0016 +/-0	0.0037 +/-2e-04	0.0013 +/-0	nD	nD	nD	nD	nD	nD	0.0101 +/-0.0034	nD	4
vOTU_0283	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.013 +/-0.0099	nD	1
vOTU_0284	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0107 +/-0.0115	nD	1
vOTU_0285	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.02 +/-0.0078	nD	1
vOTU_0286	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0089 +/-0.0061	nD	1
vOTU_0287	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0516 +/-0.0377	nD	nD	nD	nD	nD	0.0186 +/-0.0219	0.0108 +/-0.0087	3
vOTU_0288	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0124 +/-0.0127	nD	1
vOTU_0289	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0161 +/-0.0069	nD	1
vOTU_0290	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0248 +/-0	nD	1
vOTU_0291	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.043 +/-0.0529	nD	1
vOTU_0292	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0074 +/-0.0075	nD	1
vOTU_0293	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0041 +/-0.0037	nD	1
vOTU_0294	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0123 +/-0.0131	nD	1
vOTU_0295	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0037 +/-0.003	nD	1
vOTU_0296	nD	nD	nD	nD	nD	nD	nD	0.0122 +/-0.0091	nD	nD	nD	nD	0.0037 +/-0	nD	nD	nD	nD	nD	nD	0.0092 +/-0.0052	nD	3
vOTU_0297	nD	0.0056 +/-0.0033	0.1285 +/-0.1428	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.3344 +/-0.6391	nD	nD	0.006 +/-0.0067	0.0117 +/-0.0155	0.005 +/-0	6
vOTU_0298	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0046 +/-0.003	nD	1
vOTU_0299	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0078 +/-0.0075	0.0034 +/-0	2
vOTU_0300	nD	nD	nD	nD	nD	nD	nD	0.0252 +/-0.0287	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0175 +/-0	nD	2
vOTU_0301	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0013 +/-0	0.0252 +/-0.0133	nD	2
vOTU_0302	nD	nD	nD	nD	0.004 +/-0.0016	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0136 +/-0	nD	nD	0.0049 +/-0.0054	nD	3
vOTU_0303	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0085 +/-0.0042	nD	nD	nD	0.0069 +/-0.0078	nD	2
vOTU_0304	nD	0.0149 +/-0.0034	0.0557 +/-0.0393	0.0124 +/-0	nD	nD	nD	0.0067 +/-4e-04	0.2432 +/-0	0.0061 +/-0.0018	nD	0.0081 +/-0.0029	0.002 +/-0.0014	nD	nD	nD	nD	0.0198 +/-0.0196	nD	0.0076 +/-3e-04	nD	10
vOTU_0305	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2908 +/-0.4261	nD	1
vOTU_0306	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0943 +/-0.1296	nD	1
vOTU_0307	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0099 +/-0.0097	nD	1
vOTU_0308	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0078 +/-0.0046	nD	1
vOTU_0309	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2 +/-0.2994	nD	1
vOTU_0310	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0266 +/-0.0302	nD	1
vOTU_0311	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0396 +/-0	nD	1
